srsID:ID,name,System Requirement Specification (SRS) Text,System Requirement Specification (SRS) Text Only,:LABEL
smf0080100,SMF-08.01,SMF-08.01 The system shall provide the capability to export report results in Portable Document Format (PDF).,The system shall provide the capability to export report results in Portable Document Format (PDF).,Requirement
smf0080200,SMF-08.02,SMF-08.02 The system shall provide the capability to export report results in Microsoft Excel (XLS) format.,The system shall provide the capability to export report results in Microsoft Excel (XLS) format.,Requirement
smf0080300,SMF-08.03,SMF-08.03 The system shall provide the capability to export report results in Extensible Markup language (XML) format.,The system shall provide the capability to export report results in Extensible Markup language (XML) format.,Requirement
smf0080400,SMF-08.04,SMF-08.04 The system shall provide the capability to export report results in Text-delimited file format.,The system shall provide the capability to export report results in Text-delimited file format.,Requirement
smf0090000,SMF-09,SMF-09 The system shall provide the capability to schedule a report or group of reports at a specified server time.,The system shall provide the capability to schedule a report or group of reports at a specified server time.,Requirement
smf0090100,SMF-09.01,SMF-09.01 The system shall allow the user to select sequential processing of scheduled reports.,The system shall allow the user to select sequential processing of scheduled reports.,Requirement
smf0090200,SMF-09.02,SMF-09.02 The system shall allow the user to select parallel processing of scheduled reports.,The system shall allow the user to select parallel processing of scheduled reports.,Requirement
smf0100000,SMF-10,SMF-10 The system shall provide the capability to share reports across all users.,The system shall provide the capability to share reports across all users.,Requirement
smf0110000,SMF-11,SMF-11 The system shall provide the capability to edit a report received from other users.,The system shall provide the capability to edit a report received from other users.,Requirement
smf0120000,SMF-12,"SMF-12 The system shall provide the capability to consolidate a group of identical reports to generate a single, comprehensive report in order to support enterprise reporting.","The system shall provide the capability to consolidate a group of identical reports to generate a single, comprehensive report in order to support enterprise reporting.",Requirement
smf0130000,SMF-13,SMF-13 The system shall provide the capability to format the printed output of a report.,The system shall provide the capability to format the printed output of a report.,Requirement
