awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_office_code,funding_office_name
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N29002,USNS MEDGAR EVERS TAKE 13
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N30300,NMCLANT UNIT NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N3112B,SPAWARSYSCEN PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32185,NAVAL HEALTH CLINIC NEW ENGLAND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32205,MSC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32246,AMSECLLC CARRIER OUTFITTING AND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32411,NAVAL STATION NEWPORT
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32414,NAVAL SUPPORT STATION MECHANICSBURG
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32442,NAVAL AIR STATION OCEANA DAM NECK
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32443,NAVAL SUPPORT STATION
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32445,NAVAL SUPPORT ACT MECH DET PHIL
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32446,PORTSMOUTH NAVAL SHIPYARD
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32510,NAVAL BRANCH MEDICAL CLINIC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32528,NAVAL BRANCH HEALTH CLINIC OCEANA
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32529,NAVAL BRANCH HEALTH CLINIC BOONE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32533,NAVAL BRANCH HEALTH CLINIC YORKTOWN
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N32804,NAVAL BRANCH HEALTH CLINIC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N35654,NAVAL BRANCH HEALTH CLINIC EARLE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N3596A,CENTER FOR SURFACE COMBAT SYSTEMS
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N36001,NAVIFOR
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N3761A,CENTER FOR SECURITY FORCES
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N38305,NAVCONBRIG CHESAPEAKE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N39040,PORTSMOUTH NAVAL SHIPYARD GF
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N39605,NAVAL SPECIAL WARFARE GROUP 11
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N40025,NSSA/DLA
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N40098,NAVAIR EASU FIELD OFFICE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N40110,FLEET HOSPITAL MATERIAL SET 110
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N4018A,NAVSUP FLC NORFOLK ERP NWCF
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N40273,NAVY EXPEDITIONARY COMBAT COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N40491,NAVAL SECURITY ACTIVITY FACILITY
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N40623,NAVY EXPEDITIONARY INTELLIGENCE CMD
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N41756,NAVY ENGINEERING LOGISTICS OFFICE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N42158,NORFOLK NAVAL SHIPYARD GF
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N4275A,DEPARTMENT OF THE NAVY
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N42838,MDSU-2
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N4365A,COASTAL RIVERINE GROUP TWO
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N44249,NAVFAC MID ATLANTIC ROICC CAMP LEJE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N44320,AIRCRAFT INTERMEDATE MAINT DET
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N45201,NAVFAC SOUTHEAST ROICC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N45807,NAVFAC MID ATLANTIC PWD MAINE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N4582A,NAVY EXPEDITIONARY COMBAT COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N45854,FORCES SURVEILLANCE SUPPORT CENTER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N4591A,ECRC NORFOLK VA
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N46579,FLEET SUPPORT CENTER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N46580,SUBMARINE FORCE ATLANTIC FLEET
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N46581,NAVAL SURFACE FORCE USLANTFLT
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N47692,BRAC PMO HEADQUARTERS
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N47977,JRIC NORFOLK VA
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N48120,NAVAL SPECIAL WARFARE GROUP NSWG 2
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N49606,NAVY CYBER WARFARE DEVELOPMENT GRP
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N49985,NAVAL SCIENCE INSTRUCTOR NJROTCU
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N50054,MID ATLANTIC REG MAINT CTR
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N50061,CNSSC FLD DET MECH PA NWCF
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N50092,JOINT EXPEDITIONARY BASE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N50144,NAVSUP FLC NORFOLK ERP
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N52263,WRI NAVY REGION MID-ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N53222,UNSEAWARDEVCEN DET NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N55322,EXPLOSIVE ORDNANCE DISPOSAL GROUP 2
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N55460,NAVAL CONSTRUCTION GROUP 2
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N57012,COMNAVAIRLANT
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N57023,OPERATIONAL TEST AND EVALUATION
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N57095,NAVAL SUPPORT ACTIVITY HAMPTON RDS
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N58063,NAVAL SPECIAL WARFARE GROUP 10
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N60191,NAVAL AIR STATION OCEANA
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N60478,NMCLANT DET EARLE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N60530,NAVAL AIR WARFARE CTR WEAPONS DIV
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61003,NAVAL SUPPORT ACT MECH DET PHIL
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61004,NAVAL SUPPORT ACTIVITY WALLOPS IS
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61005,NAVAL SUPPORT ACTIVITY SUGAR CREEK
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61011,NSA SARATOGA SPRINGS
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61018,NAVAL SUPPORT ACTIVITY CRANE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61132,BASE OPS SPT NAVSOC PROSPECT HARBOR
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61337,NAVAL HOSPITAL BEAUFORT
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61463,NAVY REGION MID ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61726,NAVAL BRANCH HEALTH CLINIC GROTON
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61805,NAVOPSPTCEN BANGOR ME
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61839,NAVOPSPTCEN ROCHESTER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61842,NAVOPSPTCEN BUFFALO
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61843,NAVOPSPTCEN NEW YORK CITY
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N61923,NAVOPSPTCEN RALEIGH
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N62387,MSC PROGRAM MANAGEMENT CENTRALIZED
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N62470,NAVAL FAC ENGINEEERING CMD ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N62688,NAVAL STATION NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N62855,NAVOCEANPROFAC DAM NECK VA
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N63021,EXPEDITIONARY WARFARE TRAINING
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N63038,NAVAL COMPUTER AND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N63082,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N63117,NAVY ENVIRONMENTAL AND PREVENTIVE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N63190,SURFACE WARFARE SCHOOLS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N63285,NCIS QUANTICO VA
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N63393,COMMANDER NAVAL SAFETY CENTER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N63394,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N64267,NAVAL SURFACE WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N64498,NSWC PHILADELPHIA DIV
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N65236,NIWC ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N65540,NSWC CARDEROCK DET PHILA
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N65726,NAVSEALOGCENKYPTDIVNUWC  MECH PA
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N65923,FLEET READINESS CENTER EAST
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N66001,NIWC PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N66094,NAVAL HEALTH CLINIC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N66596,NAVAL SUBMARINE MED RESEARCH LAB
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N66604,NUWC DIV NEWPORT
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N67443,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68045,CHIEF OF NAVAL EDUCATION AND TRNG
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68093,NAVMEDCEN CAMP LEJEUNE NC
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68316,NAVAL SUBMARINE SUPPORT FACILITY
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68322,NAVAL EDUCATION AND TRAINING
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68546,NAVY-MARINE CORPS PUBLIC HEALTH CTR
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68688,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68849,NAVY DRUG SCREENING LABORATORY
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68869,NAVAL SPECIAL WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68892,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68899,NAVAL INFORMATION FORCE RESERVE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68910,OGC NAVY LITIGATION OFFICE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N68963,NAVAL ORDNANCE SAFETY AND SECURITY
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N69212,NAVAL WEAPONS STATION YORKTOWN
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N69213,NAVAL WEAPONS STATION EARLE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N69223,OCHR PHILADELPHIA OPS CENTER
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N69228,FEC MID ATLANTIC WCF (RESIDUAL)
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N69243,UNITED SEAMANS SERVICE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N70272,NAV COMPUTER AND TELECOMMUNICATIONS
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),N81464,NAVAL EXPEDITIONARY LOGISTICS
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),R08842,NSWG 3 DET LITTLE CREEK
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),V47898,NAVAL SPECIAL WARFARE
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),V48120,NAVAL SPECIAL WARFARE GROUP NSWG 2
97,DEPARTMENT OF DEFENSE (DOD),N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,DEPARTMENT OF DEFENSE (DOD),V55640,NAVAL SPECIAL WARFARE GROUP 4
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),M20021,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),M20920,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),M29048,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),MMJ132,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),N00025,NAVAL FACILITIES ENGINEERING COMD
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),N00052,NAVY INSTALLATIONS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),N00058,U.S. NAVAL FORCES NORTHERN COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),N00070,U S PACIFIC FLEET
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),N21090,USNS SIOUX T ATF 171
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),N21247,USS THEODORE ROOSEVELT CVN 71
97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS,97,DEPARTMENT OF DEFENSE (DOD),N21323,USNS ZEUS T ARC 7
